SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,WSH,49,0,0,0,48.1,35,15,15,2,11,43,2,1,2,6,1,1.2,0.95,2.79
2016,WSH,47,0,0,0,49.2,43,26,25,4,15,53,0,3,1,16,1,0.0,1.17,4.53
2016,PIT,28,0,0,0,27.1,23,13,10,3,18,39,1,3,0,10,2,0.2,1.50,3.29
2016,Total,75,0,0,0,77.0,66,39,35,7,33,92,1,6,1,26,3,0.2,1.29,4.09
2017,PIT,73,0,0,0,75.1,47,19,14,4,20,88,5,3,21,14,2,2.6,0.89,1.67
2018,PIT,20,0,0,0,20.0,19,10,8,0,7,22,2,1,9,0,2,0.0,1.30,3.60
