YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,CHC,142,475,60,115,29,1,13,54,42,149,4,3,.242,.307,.389,.696,3.4
2016,CHC,151,525,67,125,25,3,21,95,55,135,5,1,.238,.321,.417,.738,4.3
2017,CHC,110,352,52,84,21,3,12,43,29,91,2,1,.239,.304,.418,.722,2.4
2018,CHC,43,148,22,37,10,1,1,10,19,37,2,0,.250,.337,.351,.688,1.0
