SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2002,CLE,7,7,0,0,41.1,40,27,26,5,18,24,2,2,0,0,0,0.1,1.40,5.66
2003,CLE,15,15,0,0,81.2,89,57,52,16,28,41,3,9,0,0,0,-0.5,1.43,5.73
2004,TEX,5,4,1,1,26.2,28,10,6,1,12,15,3,1,0,0,0,0.9,1.50,2.03
2005,TEX,12,10,0,0,57.0,67,39,35,11,17,24,2,3,0,0,0,0.1,1.47,5.53
2017,TEX,16,0,0,0,13.0,17,9,9,3,4,11,0,1,1,1,2,0.0,1.62,6.23
