YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,BAL,10,18,3,6,2,0,2,4,3,7,0,0,.333,.455,.778,1.233,0.4
2018,BAL,34,88,10,20,6,0,2,14,8,38,1,0,.227,.320,.364,.684,0.4
