SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2017,COL,3,0,0,0,4.0,6,3,3,1,0,4,0,0,0,0,0,-0.0,1.50,6.75
2018,ATL,22,0,0,0,28.2,23,7,5,1,6,20,2,1,0,8,1,1.0,1.01,1.57
