YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2011,KC,4,14,2,3,2,0,0,0,1,2,0,0,.214,.267,.357,.624,-0.1
2012,KC,1,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
2016,MIL,33,71,4,18,4,0,2,12,10,15,0,1,.254,.346,.394,.740,0.2
2017,MIL,107,330,45,92,21,0,9,43,20,79,2,0,.279,.327,.424,.751,2.6
2018,MIL,32,107,12,23,4,0,4,11,10,18,0,0,.215,.286,.364,.650,-0.1
