SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2011,KC,2,0,0,0,2.0,2,3,3,1,0,0,0,1,0,1,0,-0.2,1.00,13.50
2012,KC,76,0,0,0,84.1,79,24,22,4,21,77,4,3,3,19,1,2.4,1.19,2.35
2013,KC,59,0,0,0,58.1,48,27,25,9,21,74,5,7,2,20,2,-0.2,1.18,3.86
2014,KC,70,0,0,0,70.0,54,12,11,0,26,59,4,3,0,20,1,2.8,1.14,1.41
2015,KC,72,0,0,0,69.2,52,23,21,5,26,64,4,3,0,21,7,1.4,1.12,2.71
2016,KC,72,0,0,0,72.0,57,23,22,6,12,86,2,6,12,26,3,2.0,0.96,2.75
2017,KC,64,0,0,0,59.1,60,33,28,9,20,56,3,3,26,4,5,0.2,1.35,4.25
2018,KC,20,0,0,0,18.2,14,2,2,1,0,17,1,1,10,0,1,1.1,0.75,0.96
