YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,SEA,45,92,12,23,3,0,1,12,12,15,1,1,.250,.349,.315,.664,0.5
2017,SEA,123,386,43,96,16,0,6,24,27,64,1,5,.249,.315,.337,.652,1.1
2018,SEA,34,70,9,21,4,1,2,7,16,13,1,2,.300,.444,.471,.915,1.0
