YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2010,OAK,4,7,0,3,0,0,0,0,2,1,0,1,.429,.556,.429,.985,0.1
2011,OAK,27,70,7,14,3,0,2,4,4,13,0,0,.200,.243,.329,.572,0.3
2012,OAK,37,102,8,17,3,1,2,7,5,17,2,0,.167,.206,.275,.481,-0.2
2013,OAK,130,368,45,98,24,3,2,35,27,51,10,5,.266,.322,.364,.686,2.1
2014,OAK,117,291,38,65,10,0,1,22,31,37,11,4,.223,.298,.268,.566,0.6
2015,OAK,120,372,40,92,12,3,1,37,23,50,6,1,.247,.294,.304,.598,0.8
2017,MIL,94,249,37,68,15,1,3,18,45,37,3,3,.273,.393,.378,.771,1.9
2018,MIL,28,60,4,6,3,0,0,1,7,17,0,0,.100,.194,.150,.344,-0.5
