YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,PIT,89,277,50,65,9,0,7,33,30,59,14,5,.235,.307,.343,.650,-0.0
2015,PIT,153,593,83,152,35,6,9,52,55,121,27,10,.256,.320,.381,.701,2.5
2016,PIT,144,527,79,136,34,4,22,86,53,119,17,6,.258,.323,.463,.786,1.6
2017,PIT,108,379,39,95,20,0,11,35,27,60,8,1,.251,.305,.391,.696,0.0
2018,PIT,44,165,29,36,13,0,8,22,25,44,3,1,.218,.328,.442,.770,-0.1
