SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2011,COL,48,0,0,0,40.2,33,14,13,4,20,59,1,2,1,16,2,0.9,1.30,2.88
2012,COL,75,0,0,0,67.2,63,33,29,5,37,83,8,2,0,18,5,1.4,1.48,3.86
2013,COL,72,0,0,0,67.1,51,16,13,5,36,76,2,1,19,12,2,3.1,1.29,1.74
2014,COL,74,0,0,0,56.1,65,38,35,7,39,55,4,6,0,15,6,-1.0,1.85,5.59
2015,COL,17,0,0,0,10.1,9,2,2,0,8,5,1,0,0,0,0,0.5,1.65,1.74
2017,ATL,27,0,0,0,23.2,23,19,19,3,12,33,4,3,0,2,0,-0.4,1.48,7.23
2018,ATL,1,0,0,0,0.0,0,1,1,0,2,0,0,0,0,0,0,0.0,INF,INF
