YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,TB,75,218,22,45,7,2,5,19,29,73,1,1,.206,.308,.326,.634,0.6
2018,TB,40,119,21,32,7,0,5,16,28,34,1,0,.269,.417,.454,.871,1.8
