SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2012,SF,12,0,0,0,12.1,19,11,8,0,2,8,0,0,0,0,0,-0.3,1.70,5.84
2013,OAK,33,0,0,0,39.0,42,7,6,0,6,27,2,0,0,8,1,1.3,1.23,1.38
2014,OAK,72,0,0,0,86.2,80,24,22,4,15,45,8,2,1,12,3,1.8,1.10,2.28
2015,OAK,41,0,0,0,46.2,64,35,35,7,6,28,2,4,0,2,1,-1.0,1.50,6.75
2016,CLE,62,0,0,0,70.2,54,14,12,2,10,57,5,1,1,3,1,2.7,0.91,1.53
2017,CLE,52,0,0,0,60.0,63,23,19,6,9,38,3,0,0,1,0,0.9,1.20,2.85
2018,CLE,15,0,0,0,16.1,18,15,13,3,2,15,0,1,0,0,1,-0.6,1.22,7.16
