YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,CIN,21,25,2,2,0,0,0,0,0,9,0,0,.080,.080,.080,.160,-0.5
2016,BOS,6,5,1,0,0,0,0,0,1,2,0,0,.000,.167,.000,.167,-0.1
2017,OAK,3,7,0,0,0,0,0,0,1,3,0,0,.000,.125,.000,.125,-0.0
2018,MIN,21,35,2,11,0,0,0,3,3,14,0,1,.314,.385,.314,.699,0.1
