YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,LAA,54,112,9,19,4,0,5,12,16,27,2,4,.170,.271,.339,.610,-0.6
2017,NYY,6,15,2,4,1,0,2,5,2,5,0,0,.267,.333,.733,1.066,0.2
2018,MIL,6,15,3,4,2,0,1,1,2,7,0,0,.267,.353,.600,.953,0.2
