YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,NYY,46,157,26,41,9,0,11,31,19,53,0,0,.261,.343,.529,.872,0.9
2017,NYY,48,147,20,28,7,0,9,28,19,42,0,0,.190,.288,.422,.710,0.0
