YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,LAD,8,6,1,2,1,0,0,1,1,1,0,0,.333,.429,.500,.929,0.1
2016,NYY,72,155,20,40,7,4,1,12,10,20,2,1,.258,.305,.374,.679,0.5
2017,NYY,108,315,35,92,15,1,3,36,11,43,2,0,.292,.314,.375,.689,0.7
2018,NYY,22,62,7,21,6,0,0,6,1,9,0,0,.339,.349,.435,.784,0.6
