SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2013,CHC,45,0,0,0,54.2,52,29,29,6,25,44,2,1,0,2,1,-0.2,1.41,4.77
2014,CHC,64,0,0,0,63.1,52,21,17,2,15,63,4,4,29,1,4,1.6,1.06,2.42
2015,CHC,72,0,0,0,70.0,55,19,13,4,15,69,6,4,30,8,4,2.1,1.00,1.67
2016,CHC,54,0,0,0,51.0,42,20,20,8,8,58,2,3,18,7,5,0.4,0.98,3.53
2017,CHC,61,0,0,0,57.1,50,30,27,10,20,69,4,1,0,10,3,0.1,1.22,4.24
2018,HOU,19,0,0,0,17.2,16,5,4,1,3,20,1,1,0,1,1,0.2,1.08,2.04
