YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2011,CIN,11,37,6,12,0,0,2,3,0,6,0,0,.324,.324,.486,.810,0.7
2012,CIN,138,561,72,138,33,4,15,35,31,113,4,0,.246,.288,.399,.687,2.3
2013,CIN,151,567,74,144,30,3,12,63,26,102,0,0,.254,.284,.381,.665,1.6
2014,CIN,147,506,48,112,18,5,4,38,25,79,7,0,.221,.268,.300,.568,2.4
2015,CIN,53,194,28,50,10,1,9,28,14,29,3,3,.258,.310,.459,.769,2.0
2016,CIN,121,464,67,117,28,2,16,50,37,84,4,1,.252,.308,.425,.733,2.0
2017,CIN,122,438,80,130,24,7,24,63,62,78,3,0,.297,.385,.548,.933,4.9
2018,LAA,43,170,23,40,11,2,5,17,15,33,0,0,.235,.311,.412,.723,0.4
