SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,STL,76,0,0,0,79.2,55,20,17,5,18,103,6,3,19,14,4,2.8,0.92,1.92
2017,STL,62,0,0,0,59.1,68,31,27,10,15,54,1,6,20,7,4,-0.1,1.40,4.10
2018,TOR,22,0,0,0,22.0,20,6,6,3,5,22,1,0,1,4,0,0.7,1.14,2.45
