YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,PIT,28,54,10,12,2,1,0,6,8,26,0,0,.222,.323,.296,.619,0.0
2018,TOR,13,18,2,1,0,0,0,0,1,12,0,0,.056,.105,.056,.161,-0.4
