SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2017,STL,6,5,0,0,21.1,23,15,15,4,10,20,0,2,0,0,0,-0.3,1.55,6.33
2018,STL,4,4,0,0,23.1,17,6,6,2,7,27,1,1,0,0,0,0.8,1.03,2.31
