YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,STL,63,233,29,71,15,4,7,39,20,56,2,1,.305,.359,.494,.853,0.9
2016,STL,153,582,86,159,35,3,22,85,51,133,7,5,.273,.343,.457,.800,2.9
2017,STL,107,341,40,80,16,1,9,39,52,87,3,6,.235,.342,.367,.709,0.6
2018,OAK,42,151,17,35,9,0,3,17,10,34,0,0,.232,.289,.351,.640,-0.8
