SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,SEA,49,0,0,0,51.2,45,16,16,5,15,88,0,4,18,13,3,1.4,1.16,2.79
2017,SEA,66,0,0,0,66.0,44,28,24,10,32,89,4,6,34,2,5,0.9,1.15,3.27
2018,SEA,25,0,0,0,25.1,9,5,5,2,9,45,0,1,17,0,2,1.3,0.71,1.78
