YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,SEA,52,173,22,37,5,0,5,14,16,49,1,0,.214,.290,.329,.619,0.2
2014,SEA,131,438,51,87,20,2,22,60,17,158,0,3,.199,.254,.404,.658,0.6
2015,SEA,112,350,28,61,11,0,11,28,21,132,0,1,.174,.230,.300,.530,-0.7
2016,SEA,55,164,16,34,7,0,12,31,21,65,0,0,.207,.318,.470,.788,1.8
2017,SEA,124,387,52,97,25,0,25,64,39,160,1,0,.251,.331,.509,.840,3.3
2018,SEA,29,103,12,21,2,0,7,17,5,41,0,0,.204,.248,.427,.675,0.5
