SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2012,TEX,12,6,0,0,38.0,47,26,23,3,15,25,1,4,0,0,0,-0.2,1.63,5.45
2013,TEX,20,20,1,0,124.1,129,55,50,15,37,84,10,6,0,0,0,1.6,1.34,3.62
2014,TEX,8,8,2,2,51.1,50,25,25,3,19,35,4,3,0,0,0,0.5,1.34,4.38
2015,TEX,14,14,0,0,78.2,88,45,39,3,24,48,3,6,0,0,0,0.3,1.42,4.46
2016,TEX,33,33,0,0,198.2,205,110,97,18,76,103,10,11,0,0,0,1.8,1.41,4.39
2017,TEX,32,32,0,0,185.0,221,108,99,23,63,115,13,12,0,0,0,2.1,1.54,4.82
2018,TEX,5,5,0,0,22.1,41,25,24,7,12,13,2,3,0,0,0,-0.8,2.37,9.67
