SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2014,SD,14,12,0,0,73.1,57,26,25,4,32,70,7,4,0,0,0,1.2,1.21,3.07
2015,OAK,16,16,1,1,96.2,88,46,36,5,25,64,6,6,0,0,0,1.0,1.17,3.35
2016,OAK,9,9,0,0,46.1,57,32,31,8,19,23,2,4,0,0,0,-0.3,1.64,6.02
2017,OAK,14,13,0,0,69.2,78,46,41,4,27,55,3,6,0,0,0,-0.1,1.51,5.30
