SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2013,TB,3,3,0,0,16.0,14,8,4,2,9,12,1,1,0,0,0,0.0,1.44,2.25
2014,TB,5,3,0,0,23.2,19,7,7,1,10,13,2,0,0,0,0,0.7,1.23,2.66
2015,TB,43,13,0,0,109.2,112,50,48,9,31,88,8,5,0,8,5,0.9,1.30,3.94
2016,TB,57,0,0,0,56.2,43,12,12,6,15,71,2,4,37,1,3,2.3,1.02,1.91
2017,TB,65,0,0,0,66.2,57,27,24,4,23,58,2,3,47,1,6,0.7,1.20,3.24
2018,TB,23,0,0,0,21.2,24,12,10,1,8,23,2,5,11,0,2,-0.4,1.48,4.15
