YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,PIT,2,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,-0.1
2016,PIT,1,4,0,0,0,0,0,1,0,1,0,0,.000,.000,.000,.000,-0.1
2017,PIT,64,188,18,42,14,0,1,19,11,38,1,0,.223,.265,.314,.579,-0.1
2018,PIT,23,58,9,19,2,0,2,8,5,7,0,0,.328,.381,.466,.847,0.5
