YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,OAK,29,81,18,26,5,0,3,10,9,21,0,1,.321,.380,.494,.874,1.0
2017,SEA,23,36,6,7,0,0,0,2,6,9,0,0,.194,.310,.194,.504,-0.1
2017,Total,52,117,24,33,5,0,3,12,15,30,0,1,.282,.358,.402,.760,1.0
2018,OAK,7,24,3,4,1,1,0,0,1,6,1,1,.167,.200,.292,.492,-0.4
