YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,PHI,83,313,45,90,14,4,12,55,20,97,1,2,.288,.338,.473,.811,0.1
2018,PHI,41,91,13,21,4,0,3,10,9,28,1,1,.231,.307,.374,.681,-0.3
