SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2017,MIL,35,0,0,0,47.2,25,11,11,4,22,68,2,3,0,12,1,1.9,0.99,2.08
2018,MIL,17,0,0,0,29.1,8,5,4,2,9,58,2,0,6,7,1,1.2,0.58,1.23
