YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,MIL,7,14,0,1,0,0,0,0,0,4,0,0,.071,.071,.071,.142,0.1
2016,MIL,35,66,12,14,4,0,0,3,2,20,0,0,.212,.235,.273,.508,-0.1
2017,MIL,1,2,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,-0.1
2018,MIA,37,35,4,6,1,0,0,1,5,15,0,0,.171,.275,.200,.475,0.1
