YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,SF,73,269,31,82,10,2,1,18,16,33,0,0,.305,.343,.368,.711,1.1
2015,SF,100,382,59,119,27,2,8,37,38,42,3,2,.312,.378,.455,.833,3.4
2016,SF,127,464,67,111,21,7,10,62,50,47,5,0,.239,.315,.379,.694,1.1
2017,SF,138,511,60,147,28,5,10,53,46,54,4,1,.288,.347,.421,.768,1.3
2018,SF,23,90,11,24,0,1,3,5,6,6,0,1,.267,.323,.389,.712,-0.0
