SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2013,SF,9,0,0,0,7.2,4,0,0,0,2,12,0,0,0,0,0,0.3,0.78,0.00
2014,BOS,6,0,0,0,10.0,11,5,5,1,5,6,0,0,0,0,0,0.0,1.60,4.50
2015,BOS,22,0,0,0,25.1,25,10,10,5,9,15,2,0,0,1,0,0.4,1.34,3.55
2016,BOS,38,0,0,0,51.0,51,23,15,6,17,47,4,1,0,6,2,0.4,1.33,2.65
2017,BOS,62,0,0,0,62.0,72,29,25,10,18,70,2,3,0,14,3,0.4,1.45,3.63
2018,BOS,21,0,0,0,22.0,24,12,12,3,8,26,2,1,0,5,0,0.1,1.45,4.91
