SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2015,ARI,9,6,0,0,36.2,29,13,13,4,17,34,5,1,0,0,0,0.7,1.25,3.19
2016,ARI,27,9,0,0,74.2,86,54,53,13,25,60,5,4,0,0,1,-0.6,1.49,6.39
2017,ARI,26,25,0,0,155.0,124,61,58,15,53,165,8,9,0,0,0,4.4,1.14,3.37
2018,ARI,10,10,0,0,55.2,58,33,28,7,29,52,4,4,0,0,0,-0.4,1.56,4.53
