YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,STL,32,59,6,9,1,0,0,0,3,12,3,0,.153,.194,.169,.363,-0.4
2014,STL,113,402,52,100,14,3,12,42,21,71,20,4,.249,.292,.388,.680,2.2
2015,STL,150,557,71,146,28,4,11,61,36,95,15,8,.262,.321,.386,.707,2.3
2016,STL,121,313,39,75,7,7,5,23,34,52,7,0,.240,.327,.355,.682,1.5
2017,STL,108,354,55,101,27,3,4,42,41,60,8,2,.285,.376,.412,.788,1.9
2018,STL,44,117,11,21,3,1,3,9,11,21,1,2,.179,.276,.299,.575,0.6
