SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,NYY,12,8,0,0,45.2,49,26,24,12,15,52,2,4,1,0,0,0.2,1.40,4.73
2017,NYY,40,1,0,0,69.0,34,14,14,4,17,103,5,0,0,9,1,2.7,0.74,1.83
2018,NYY,20,0,0,0,25.0,19,8,7,3,5,34,2,0,0,6,2,0.6,0.96,2.52
