YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,CIN,13,19,9,7,2,0,0,1,2,4,13,1,.368,.429,.474,.903,0.7
2014,CIN,152,563,72,141,25,8,6,48,34,117,56,23,.250,.292,.355,.647,2.6
2015,CIN,114,412,56,93,8,3,4,28,28,75,57,8,.226,.274,.289,.563,1.0
2016,CIN,119,411,69,107,19,3,3,17,36,93,58,8,.260,.321,.343,.664,2.8
2017,CIN,139,582,85,144,17,11,4,38,44,133,59,13,.247,.299,.335,.634,1.0
2018,CIN,49,151,23,30,4,2,2,13,19,52,8,2,.199,.288,.291,.579,0.0
