SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2013,PIT,19,19,0,0,117.1,109,43,42,7,28,100,10,7,0,0,0,1.3,1.17,3.22
2014,PIT,22,22,0,0,138.0,127,58,56,11,40,138,11,5,0,0,0,1.2,1.21,3.65
2015,PIT,32,32,0,0,208.0,183,71,60,11,44,202,19,8,0,0,0,4.5,1.09,2.60
2016,PIT,21,21,1,0,116.0,131,57,50,7,36,98,7,10,0,0,0,1.6,1.44,3.88
2017,PIT,33,33,0,0,203.0,199,98,96,31,55,196,12,12,0,0,0,2.8,1.25,4.26
2018,HOU,10,10,1,1,67.2,39,15,14,6,17,101,5,1,0,0,0,2.2,0.83,1.86
