YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,KC,86,241,31,60,14,6,7,27,5,53,3,3,.249,.269,.444,.713,1.0
2016,KC,128,457,52,138,24,4,5,43,13,105,14,3,.302,.329,.405,.734,2.3
2017,KC,39,86,9,17,3,0,2,6,1,20,1,1,.198,.225,.302,.527,-0.4
2018,KC,13,47,3,9,2,0,0,4,2,12,0,0,.191,.224,.234,.458,0.0
