YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,ARI,118,418,54,116,18,2,4,27,25,53,19,3,.278,.318,.359,.677,3.7
2015,ARI,132,524,73,159,27,5,6,45,26,58,21,10,.303,.338,.408,.746,5.3
2016,ATL,131,522,85,152,24,7,3,29,45,68,16,7,.291,.351,.381,.732,3.8
2017,ATL,157,662,93,201,27,5,11,57,49,94,22,9,.304,.350,.409,.759,3.0
2018,ATL,47,195,26,52,6,1,4,19,15,33,18,5,.267,.318,.369,.687,1.0
