YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,SD,125,486,62,121,26,0,23,63,33,123,1,1,.249,.301,.444,.745,2.2
2014,SD,111,400,37,84,17,1,10,51,36,100,3,2,.210,.280,.333,.613,-0.5
2015,SD,128,421,34,104,15,0,16,57,27,107,0,1,.247,.297,.397,.694,0.5
2016,STL,128,400,58,97,9,1,30,59,37,96,0,0,.243,.306,.495,.801,2.9
2017,STL,125,426,52,116,21,2,20,67,47,105,6,2,.272,.341,.472,.813,3.6
2018,STL,31,78,11,22,3,0,4,13,11,20,1,0,.282,.374,.474,.848,1.1
