YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,CLE,21,16,2,5,0,0,0,0,1,8,0,1,.313,.353,.313,.666,-0.0
2017,CLE,60,110,18,28,6,0,4,11,3,37,1,2,.255,.272,.418,.690,0.3
2018,CLE,24,38,7,13,3,1,1,7,2,10,0,0,.342,.375,.553,.928,0.5
