YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2012,ATL,49,166,17,48,8,2,3,19,12,21,1,0,.289,.335,.416,.751,2.8
2013,ATL,157,606,76,150,27,6,17,59,40,55,6,5,.248,.296,.396,.692,6.7
2014,ATL,146,540,44,132,18,4,7,46,32,60,4,5,.244,.286,.331,.617,3.5
2015,ATL,147,535,60,142,23,2,4,44,39,48,5,3,.265,.321,.338,.659,4.0
2016,LAA,124,448,48,126,22,2,4,44,28,38,10,1,.281,.324,.366,.690,4.2
2017,LAA,158,589,77,164,38,2,14,69,47,67,19,6,.278,.331,.421,.752,7.1
2018,LAA,48,178,30,59,11,2,3,29,20,10,5,2,.331,.402,.466,.868,2.8
