YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,ARI,34,109,9,25,2,1,5,17,12,27,0,0,.229,.309,.404,.713,0.1
2017,SEA,96,369,58,104,25,2,16,47,31,93,5,4,.282,.352,.491,.843,3.0
2018,SEA,48,172,23,50,9,2,11,36,23,42,3,2,.291,.378,.558,.936,2.1
