YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2012,PIT,47,167,18,43,3,6,5,17,8,50,12,5,.257,.300,.437,.737,1.0
2013,PIT,135,510,83,143,26,10,12,35,25,138,41,15,.280,.343,.441,.784,5.5
2014,PIT,135,495,73,144,29,6,13,56,33,131,30,11,.291,.356,.453,.809,5.1
2015,PIT,153,579,84,166,30,2,19,81,27,123,30,10,.287,.337,.444,.781,5.3
2016,PIT,129,489,71,152,34,5,9,46,23,104,47,12,.311,.362,.456,.818,4.9
2017,PIT,77,309,48,85,7,2,7,31,20,63,21,4,.275,.333,.379,.712,1.4
2018,PIT,41,159,30,49,5,4,6,19,15,36,10,3,.308,.366,.503,.869,1.2
