YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,MIN,5,6,2,2,1,1,0,3,2,2,0,0,.333,.500,.833,1.333,0.3
2015,MIN,4,10,1,3,0,0,0,1,2,1,1,0,.300,.417,.300,.717,0.1
2016,MIN,69,245,24,69,15,4,4,27,17,46,4,3,.282,.332,.424,.756,0.6
2017,MIN,133,488,60,125,30,3,13,74,41,78,13,5,.256,.313,.410,.723,2.1
