YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2013,TB,88,335,50,98,23,0,13,53,33,91,5,2,.293,.354,.478,.832,2.0
2014,TB,87,325,37,72,14,0,6,35,34,90,6,1,.222,.294,.320,.614,-0.9
2015,SD,60,225,40,57,13,1,8,29,27,55,5,2,.253,.336,.427,.763,1.1
2016,SD,157,599,99,155,29,4,28,94,68,160,28,6,.259,.336,.461,.797,3.2
2017,SD,155,567,80,138,29,3,30,74,70,180,20,6,.243,.328,.464,.792,2.1
2018,SD,10,40,5,12,3,0,1,3,0,11,1,0,.300,.300,.450,.750,0.3
