SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2014,NYM,22,22,0,0,140.1,117,44,42,7,43,144,9,6,0,0,0,3.1,1.14,2.69
2015,NYM,30,30,0,0,191.0,149,59,54,16,38,205,14,8,0,0,0,4.7,0.98,2.54
2016,NYM,24,24,1,1,148.0,142,53,50,15,36,143,7,8,0,0,0,3.7,1.20,3.04
2017,NYM,31,31,1,0,201.1,180,87,79,28,59,239,15,10,0,0,0,4.4,1.19,3.53
2018,NYM,10,10,0,0,58.1,42,11,10,2,16,77,4,0,0,0,0,2.8,0.99,1.54
