YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2017,CIN,28,58,8,15,2,0,3,10,4,15,4,1,.259,.317,.448,.765,0.1
2018,CIN,16,38,5,8,1,0,0,3,5,12,1,1,.211,.318,.237,.555,-0.5
