YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,LAD,7,22,3,4,1,1,0,1,2,2,3,0,.182,.250,.318,.568,-0.2
2016,CIN,72,241,25,78,8,2,3,25,7,33,21,10,.324,.352,.411,.763,0.1
2017,CIN,143,487,50,126,9,4,5,37,20,70,23,8,.259,.297,.324,.621,-0.7
2018,CIN,50,198,27,49,9,0,2,11,8,26,8,0,.247,.284,.323,.607,0.0
