SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2011,CLE,4,4,0,0,17.2,26,16,12,1,7,14,0,1,0,0,0,-0.5,1.87,6.11
2012,CLE,22,22,0,0,125.1,133,78,59,19,38,110,6,8,0,0,0,-0.5,1.36,4.24
2013,CLE,24,24,0,0,134.1,134,65,56,13,49,101,9,9,0,0,0,1.0,1.36,3.75
2014,CLE,22,15,0,0,86.0,96,54,50,7,28,74,4,7,0,1,0,-0.4,1.44,5.23
2015,CLE,61,1,0,0,69.0,70,28,23,7,23,84,4,4,1,12,1,1.0,1.35,3.00
2016,CLE,53,2,0,0,52.1,53,21,20,6,23,54,3,2,0,7,1,1.1,1.45,3.44
2017,CLE,50,0,0,0,62.0,53,18,18,8,21,66,2,2,0,3,0,1.4,1.19,2.61
2018,CLE,19,0,0,0,17.1,20,15,13,5,5,16,0,2,0,2,0,-0.5,1.44,6.75
