SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2013,STL,12,8,0,0,53.0,49,29,28,5,16,43,2,4,0,0,0,0.0,1.23,4.75
2014,STL,11,4,0,0,36.2,33,23,18,4,11,36,0,4,0,0,0,-0.5,1.20,4.42
2015,STL,17,8,0,0,60.0,59,29,25,12,15,60,3,1,0,0,0,0.3,1.23,3.75
2016,STL,30,0,0,0,48.0,35,18,18,9,14,46,2,0,0,4,0,0.8,1.02,3.38
2017,STL,50,0,0,0,54.0,39,17,17,3,20,68,4,1,3,15,1,1.2,1.09,2.83
2018,STL,18,0,0,0,11.2,14,8,8,2,5,12,1,0,0,7,1,-0.4,1.63,6.17
