YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2014,TOR,17,39,5,9,1,2,1,4,4,12,1,0,.231,.302,.436,.738,0.0
2015,TOR,34,94,17,21,8,0,2,6,7,23,5,1,.223,.291,.372,.663,0.7
2016,TOR,8,2,3,0,0,0,0,0,0,1,2,1,.000,.000,.000,.000,-0.0
2018,TOR,5,10,0,2,0,0,0,0,1,6,0,0,.200,.273,.200,.473,-0.1
