YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,TB,41,105,22,31,5,1,9,19,6,31,4,3,.295,.351,.619,.970,1.2
2016,TB,65,185,16,36,9,0,3,11,7,68,0,1,.195,.231,.292,.523,-1.1
2017,DET,109,348,50,96,15,6,12,38,23,79,6,0,.276,.330,.457,.787,0.6
2018,DET,21,69,4,13,3,1,0,4,4,19,2,0,.188,.227,.261,.488,-0.6
