YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,DET,13,28,3,6,3,0,0,2,0,12,0,0,.214,.214,.321,.535,0.0
2017,DET,56,141,14,24,3,1,3,13,9,65,6,2,.170,.240,.270,.510,-0.1
2018,DET,44,151,18,36,10,2,3,11,5,43,5,1,.238,.284,.391,.675,0.7
