YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,LAD,19,36,6,9,0,0,3,4,3,13,2,1,.250,.325,.500,.825,0.4
2016,CIN,82,257,36,68,12,2,9,40,19,59,2,4,.265,.330,.432,.762,0.5
2017,CIN,141,473,63,110,25,2,30,67,39,125,5,3,.233,.307,.484,.791,1.2
2018,CIN,35,117,18,30,5,0,5,17,9,24,2,0,.256,.323,.427,.750,0.7
