YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2015,MIN,46,129,16,27,7,1,2,6,6,44,2,2,.209,.250,.326,.576,0.2
2016,MIN,92,298,44,67,19,6,10,38,23,118,10,2,.225,.284,.430,.714,1.9
2017,MIN,140,462,69,117,14,6,16,51,38,150,29,1,.253,.314,.413,.727,5.1
2018,MIN,23,75,8,13,4,0,0,4,3,24,5,0,.173,.205,.227,.432,-0.2
