SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2017,SD,17,0,0,0,19.0,14,6,6,2,6,16,0,0,0,0,0,0.4,1.05,2.84
2018,SD,4,0,0,0,4.0,3,2,2,2,3,4,0,0,0,0,0,-0.0,1.50,4.50
