YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2016,KC,81,311,44,88,22,3,2,29,19,72,8,3,.283,.323,.392,.715,1.6
2017,KC,145,587,80,169,32,6,19,78,29,88,34,8,.288,.324,.460,.784,3.9
2018,KC,48,189,25,54,13,0,4,19,20,35,12,2,.286,.358,.418,.776,1.6
