SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2016,TEX,53,0,0,0,60.1,54,16,14,4,16,49,7,3,0,15,1,2.1,1.16,2.09
2017,TEX,50,0,0,0,57.1,64,36,35,7,22,57,2,1,2,4,4,-0.2,1.50,5.49
2018,TEX,11,0,0,0,13.0,9,10,6,2,3,14,0,0,0,0,0,-0.1,0.92,4.15
