YEAR,TEAM,GP,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG,OBP,SLG,OPS,WAR
2012,CIN,8,20,1,6,0,0,0,2,0,5,0,0,.300,.300,.300,.600,0.1
2013,ARI,103,357,47,90,16,3,7,28,37,65,0,2,.252,.332,.373,.705,1.4
2014,ARI,80,270,35,61,9,5,6,27,22,52,3,0,.226,.290,.363,.653,1.1
2015,NYY,155,525,57,139,24,2,9,56,33,85,5,3,.265,.318,.370,.688,3.3
2016,NYY,153,562,68,155,32,2,20,70,19,82,7,1,.276,.304,.447,.751,2.2
2017,NYY,136,534,73,153,27,0,25,87,25,70,3,1,.287,.318,.478,.796,3.7
2018,NYY,44,167,31,41,11,1,11,34,21,25,3,1,.246,.326,.521,.847,1.3
