SEASON,TEAM,GP,GS,CG,SHO,IP,H,R,ER,HR,BB,SO,W,L,SV,HLD,BLSV,WAR,WHIP,ERA
2017,ATL,16,0,0,0,15.0,13,5,5,1,2,26,0,1,0,5,0,0.3,1.00,3.00
2018,ATL,22,0,0,0,20.0,20,6,6,1,12,19,3,0,2,7,0,0.5,1.60,2.70
